"School Year",State,"NCES LEA ID",LEA,School,"NCES SCH ID","Data Group","Data Description",Value,Denominator,Numerator,Population,Subgroup,Characteristics,Age/Grade,"Academic Subject","Program Type",Outcome
2016-2017,ARIZONA,0400361,"Arizona Community Development Corporation",,,814,"Chronic absenteeism table",17,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400363,"SC Jensen Corporation  Inc. dba Intelli-School",,,814,"Chronic absenteeism table",4,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400364,"PAS Charter  Inc.  dba Intelli-School",,,814,"Chronic absenteeism table",7,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400370,"Midtown Primary School",,,814,"Chronic absenteeism table",8,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400374,"Bell Canyon Charter School  Inc",,,814,"Chronic absenteeism table",5,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400382,"CPLC Community Schools dba Toltecalli High School",,,814,"Chronic absenteeism table",4,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400383,"Life Skills Center of Arizona  Inc.",,,814,"Chronic absenteeism table",55,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400384,"American Charter Schools Foundation d.b.a. Desert Hills High",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400385,"American Charter Schools Foundation d.b.a. Crestview College",,,814,"Chronic absenteeism table",39,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400386,"Kaizen Education Foundation dba Summit High School",,,814,"Chronic absenteeism table",23,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400387,"Kaizen Education Foundation dba Tempe Accelerated High Schoo",,,814,"Chronic absenteeism table",12,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400388,"Kaizen Education Foundation dba Skyview High School",,,814,"Chronic absenteeism table",5,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400389,"Kaizen Education Foundation dba Maya High School",,,814,"Chronic absenteeism table",111,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400397,"CAFA  Inc. dba Learning Foundation Performing Arts School",,,814,"Chronic absenteeism table",4,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400399,"Montessori Academy  Inc.",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400407,"CITY Center for Collaborative Learning",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400414,"Academy of Building Industries  Inc.",,,814,"Chronic absenteeism table",6,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400416,"StarShine Academy",,,814,"Chronic absenteeism table",19,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400419,"Gila County Regional School District",,,814,"Chronic absenteeism table",8,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400424,"Rosefield Charter Elementary School  Inc.",,,814,"Chronic absenteeism table",7,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400425,"East Mesa Charter Elementary School  Inc.",,,814,"Chronic absenteeism table",4,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400429,"Country Gardens Charter Schools",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400438,"Imagine Charter Elementary at Desert West  Inc.",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400444,"Prescott Valley Charter School",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400446,"Imagine Elementary at Tempe  Inc.",,,814,"Chronic absenteeism table",5,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400447,"American Charter Schools Foundation d.b.a. South Ridge High",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400450,"Agua Fria Union High School District",,,814,"Chronic absenteeism table",40,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400600,"Alhambra Elementary District",,,814,"Chronic absenteeism table",231,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400610,"Desert Heights Charter Schools",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400614,"MCCCD on behalf of Phoenix College Preparatory Academy",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400618,"American Charter Schools Foundation d.b.a. South Pointe High",,,814,"Chronic absenteeism table",106,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400619,"American Charter Schools Foundation d.b.a. Alta Vista High S",,,814,"Chronic absenteeism table",7,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400621,"Pinnacle Education-Tempe  Inc.",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400632,"Cochise Community Development Corporation",,,814,"Chronic absenteeism table",19,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400636,"Blueprint Education",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400637,"Edkey  Inc. - Redwood Academy",,,814,"Chronic absenteeism table",6,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400641,"Edkey  Inc. - Sequoia Ranch School",,,814,"Chronic absenteeism table",41,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400649,"Heritage Elementary School",,,814,"Chronic absenteeism table",9,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400653,"Edkey  Inc. - Arizona Conservatory for Arts and Academics",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400754,"Imagine Desert West Middle  Inc.",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400766,"Imagine Coolidge Elementary  Inc.",,,814,"Chronic absenteeism table",8,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400770,"Imagine Prep Surprise  Inc.",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400785,"AZ Compass Schools  Inc.",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400786,"West Valley Arts and Technology Academy  Inc.",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400787,"Kaizen Education Foundation dba Vista Grove Preparatory Acad",,,814,"Chronic absenteeism table",27,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400789,"Kaizen Education Foundation dba Liberty Arts Academy",,,814,"Chronic absenteeism table",6,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400790,"Apache Junction Unified District",,,814,"Chronic absenteeism table",11,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400796,"CAFA  Inc. dba Learning Foundation and Performing Arts Alta",,,814,"Chronic absenteeism table",5,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400801,"Skyline Gila River Schools  LLC",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400803,"CAFA  Inc. dba Learning Foundation and Performing Arts Gilbe",,,814,"Chronic absenteeism table",9,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400814,"CPLC Community Schools dba Hiaki High School",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400817,"Ed Ahead",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400823,"Kaizen Education Foundation dba Mission Heights Preparatory",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400842,"Legacy Traditional School - Northwest Tucson",,,814,"Chronic absenteeism table",5,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400846,"South Valley Academy  Inc.",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400847,"Legacy Traditional School - Avondale",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400853,"South Phoenix Academy Inc.",,,814,"Chronic absenteeism table",4,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400871,"Legacy Traditional Charter School - Laveen Village",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400872,"Institute for Transformative Education  Inc.",,,814,"Chronic absenteeism table",8,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400876,"George Gervin Youth Center  Inc.",,,814,"Chronic absenteeism table",8,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400880,"Southwest Leadership Academy",,,814,"Chronic absenteeism table",38,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400882,"Kaizen Education Foundation dba Advance U",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400893,"Hirsch Academy A Challenge Foundation",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400895,"Espiritu Community Development Corp.",,,814,"Chronic absenteeism table",12,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400899,"Legacy Traditional School - Gilbert",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400917,"Innovative Humanities Education Corporation",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400933,"Legacy Traditional School - Surprise",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400938,"Create Academy",,,814,"Chronic absenteeism table",4,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400947,"ASU Preparatory Academy - Casa Grande",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400948,"Legacy Traditional School - Glendale",,,814,"Chronic absenteeism table",5,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400952,"Colegio Petite Phoenix",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400954,"Legacy Traditional School - North Chandler",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400957,"Hope College and Career Readiness Academy",,,814,"Chronic absenteeism table",29,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0400960,"Avondale Elementary District",,,814,"Chronic absenteeism table",212,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0401000,"Bagdad Unified District",,,814,"Chronic absenteeism table",11,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0401050,"Balsz Elementary District",,,814,"Chronic absenteeism table",139,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0401160,"Bicentennial Union High School District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0401180,"Bisbee Unified District",,,814,"Chronic absenteeism table",6,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0401380,"Buckeye Elementary District",,,814,"Chronic absenteeism table",5,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0401410,"Buckeye Union High School District",,,814,"Chronic absenteeism table",9,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0401460,"Sierra Vista Unified District",,,814,"Chronic absenteeism table",53,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0401500,"Bullhead City School District",,,814,"Chronic absenteeism table",46,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0401600,"Camp Verde Unified District",,,814,"Chronic absenteeism table",87,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0401650,"Canon Elementary District",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0401680,"Cartwright Elementary District",,,814,"Chronic absenteeism table",77,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0401710,"Casa Grande Elementary District",,,814,"Chronic absenteeism table",90,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0401740,"Casa Grande Union High School District",,,814,"Chronic absenteeism table",50,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0401760,"Catalina Foothills Unified District",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0401810,"Cedar Unified District",,,814,"Chronic absenteeism table",4,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0401870,"Chandler Unified District #80",,,814,"Chronic absenteeism table",235,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0402190,"Concho Elementary District",,,814,"Chronic absenteeism table",20,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0402250,"Continental Elementary District",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0402320,"Coolidge Unified District",,,814,"Chronic absenteeism table",25,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0402370,"Cottonwood-Oak Creek Elementary District",,,814,"Chronic absenteeism table",39,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0402400,"Crane Elementary District",,,814,"Chronic absenteeism table",45,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0402430,"Creighton Elementary District",,,814,"Chronic absenteeism table",151,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0402530,"Douglas Unified District",,,814,"Chronic absenteeism table",21,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0402690,"Dysart Unified District",,,814,"Chronic absenteeism table",67,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0402860,"Flagstaff Unified District",,,814,"Chronic absenteeism table",150,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0402920,"Florence Unified School District",,,814,"Chronic absenteeism table",16,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0403010,"Flowing Wells Unified District",,,814,"Chronic absenteeism table",40,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0403040,"Fountain Hills Unified District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0403060,"Fowler Elementary District",,,814,"Chronic absenteeism table",83,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0403240,"Gadsden Elementary District",,,814,"Chronic absenteeism table",28,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0403400,"Gilbert Unified District",,,814,"Chronic absenteeism table",79,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0403420,"Glendale Elementary District",,,814,"Chronic absenteeism table",124,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0403450,"Glendale Union High School District",,,814,"Chronic absenteeism table",177,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0403780,"Higley Unified School District",,,814,"Chronic absenteeism table",54,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0403820,"Holbrook Unified District",,,814,"Chronic absenteeism table",15,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0403860,"Maricopa County Regional District",,,814,"Chronic absenteeism table",32,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0403870,"Humboldt Unified District",,,814,"Chronic absenteeism table",125,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0403950,"Baboquivari Unified School District #40",,,814,"Chronic absenteeism table",30,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0403960,"Isaac Elementary District",,,814,"Chronic absenteeism table",20,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0403990,"J O Combs Unified School District",,,814,"Chronic absenteeism table",28,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0404010,"Joseph City Unified District",,,814,"Chronic absenteeism table",2,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0404060,"Kayenta Unified School District # 27",,,814,"Chronic absenteeism table",19,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0404170,"Kirkland Elementary District",,,814,"Chronic absenteeism table",1,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0404230,"Kyrene Elementary District",,,814,"Chronic absenteeism table",69,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0404280,"Lake Havasu Unified District",,,814,"Chronic absenteeism table",15,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0404290,"Laveen Elementary District",,,814,"Chronic absenteeism table",31,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0404320,"Liberty Elementary District",,,814,"Chronic absenteeism table",21,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0404380,"Litchfield Elementary District",,,814,"Chronic absenteeism table",15,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0404440,"Littleton Elementary District",,,814,"Chronic absenteeism table",103,,,"Chronically Absent Students",Homeless,,,,,
2016-2017,ARIZONA,0404500,"Madison Elementary District",,,814,"Chronic absenteeism table",3,,,"Chronically Absent Students",Homeless,,,,,
